priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons
125,2,Tier 2 — Consistent reversal,3,BRD-A17411484,carprofen,-2.519264,-41.67498,-42.43245,3,3,0,-28.875565,-41.67498,-42.43245,-90.0,135,True,False,True,False,True,False,2581,Carprofen,C15H12ClNO2,273.71,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,"InChI=1S/C15H12ClNO2/c1-8(15(18)19)9-2-4-11-12-7-10(16)3-5-13(12)17-14(11)6-9/h2-8,17H,1H3,(H,18,19)",PUXBGTOOZJQSKH-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,PUXBGTOOZJQSKH-UHFFFAOYSA-N,C15H12ClNO2,,,,,,,,,,,True,H301,H301,True,8861,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,acute-toxicity GHS annotation H301
2,1,Tier 1 — Strong consensus,5,BRD-A81541225,oligomycin-a,-31.808538,-93.9972,-97.53348,3,3,2,-74.446406,-93.9972,-97.53348,-90.0,2,True,False,True,True,True,True,52947716,Oligomycin A,C45H74O11,791.1,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,"InChI=1S/C45H74O11/c1-12-34-17-15-13-14-16-27(4)42(51)44(11,53)43(52)32(9)40(50)31(8)39(49)30(7)38(48)26(3)18-21-37(47)54-41-29(6)35(20-19-34)55-45(33(41)10)23-22-25(2)36(56-45)24-28(5)46/h13-15,17-18,21,25-36,38,40-42,46,48,50-51,53H,12,16,19-20,22-24H2,1-11H3/b14-13+,17-15+,21-18+/t25-,26-,27+,28+,29+,30-,31-,32-,33-,34-,35-,36-,38+,40+,41+,42-,44+,45-/m0/s1",MNULEGDCPYONBU-AWJDAWNUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,MNULEGDCPYONBU-AWJDAWNUSA-N,C45H74O11,46.0,8.0,0.0,0.0,8.0,1.0,6.0,5.0,10599.0 | 28234.0,Q9NPD5 | Q9Y6L6,True,H302,,False,5168,True,False,,4,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,multiple active cytotoxicity/viability assays
22,2,Tier 2 — Consistent reversal,3,BRD-K52662033,lidocaine,-18.033361,-84.46893,-85.993546,3,3,0,-62.831946,-84.46893,-85.993546,-90.0,32,True,False,True,False,True,False,3676,Lidocaine,C14H22N2O,234.34,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N,C14H22N2O,,,,,,,,,,,True,H302 | H317 | H362 | H370 | H372,H370 | H372,True,47210,True,False,,4,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"specific-organ-toxicity GHS annotation H370,H372"
34,2,Tier 2 — Consistent reversal,3,BRD-K85603128,resorcinol,-1.127555,-80.63106,-70.198425,3,3,0,-50.652347,-70.198425,-80.63106,-90.0,44,True,False,True,False,True,False,5054,Resorcinol,C6H6O2,110.11,C1=CC(=CC(=C1)O)O,C1=CC(=CC(=C1)O)O,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=CC(=CC(=C1)O)O,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N,C6H6O2,1668.0,37.0,1399.0,107.0,1436.0,0.0257660167130919,394.0,0.0,11238.0 | 1551.0 | 1576.0 | 2101.0 | 443551.0 | 760.0 | 763.0 | 771.0 | 836.0 | 840.0 | 8856.0,3AQT_A | 4E49_A | AAP35329 | ABI96208 | ADZ17378 | ADZ17384 | CAC88866 | NP_000756 | NP_059488 | O43570 | P00918 | P05979 | P35218 | Q2PCB5 | Q9Y2D0,True,H302 | H313 | H315 | H317 | H318 | H319 | H333 | H370 | H371 | H372 | H400 | H410,H370 | H372,True,169127,True,False,,4,4,GOOD,True,False,CAUTION_MANUAL_REVIEW,"specific-organ-toxicity GHS annotation H370,H372"
50,2,Tier 2 — Consistent reversal,3,BRD-K86727142,embelin,-0.98661,-74.17098,-60.749107,3,3,0,-45.302232,-60.749107,-74.17098,-90.0,60,True,False,True,False,True,False,3218,Embelin,C17H26O4,294.4,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,"InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3",IRSFLDGTOHBADP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,IRSFLDGTOHBADP-UHFFFAOYSA-N,C17H26O4,,,,,,,,,,,True,H361 | H413,,True,5798,True,True,quinone_A(370),4,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text | PAINS structural alert (assay-interference risk)
57,2,Tier 2 — Consistent reversal,3,BRD-K72816382,cinalukast,-2.396054,-59.528847,-63.2611,3,3,0,-41.728667,-59.528847,-63.2611,-90.0,67,True,False,True,False,True,False,6436135,Cinalukast,C23H28N2O3S,412.5,CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O,CCC(CC)(CC(=O)NC1=CC=CC(=C1)/C=C/C2=NC(=CS2)C3CCC3)C(=O)O,"InChI=1S/C23H28N2O3S/c1-3-23(4-2,22(27)28)14-20(26)24-18-10-5-7-16(13-18)11-12-21-25-19(15-29-21)17-8-6-9-17/h5,7,10-13,15,17H,3-4,6,8-9,14H2,1-2H3,(H,24,26)(H,27,28)/b12-11+",BZMKNPGKXJAIDV-VAWYXSNFSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O,CCC(CC)(CC(=O)NC1=CC=CC(=C1)/C=C/C2=NC(=CS2)C3CCC3)C(=O)O,BZMKNPGKXJAIDV-VAWYXSNFSA-N,C23H28N2O3S,675.0,41.0,464.0,95.0,505.0,0.0811881188118811,76.0,2.0,100135514.0 | 116160065.0 | 1544.0 | 1551.0 | 1559.0 | 1576.0 | 196.0 | 2100.0 | 4780.0 | 5468.0 | 8856.0,2O23_A | 2O23_B | AAA29795 | AAV31779 | AAY56401 | ABI96208 | ADZ17384 | AGS09764 | BAH02283 | EAL24281 | EAW99313 | NP_000756 | NP_006155 | NP_059488 | Q2NNR5,False,,,False,0,True,False,,4,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,repeated active cytotoxicity/viability assays | elevated PubChem assay promiscuity
93,2,Tier 2 — Consistent reversal,3,BRD-K95885906,quercetagetin,-17.259623,-51.11901,-48.827953,3,3,0,-39.068862,-48.827953,-51.11901,-90.0,103,True,False,True,False,True,False,5281680,Quercetagetin,C15H10O8,318.23,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,"InChI=1S/C15H10O8/c16-6-2-1-5(3-7(6)17)15-14(22)13(21)10-9(23-15)4-8(18)11(19)12(10)20/h1-4,16-20,22H",ZVOLCUVKHLEPEV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,ZVOLCUVKHLEPEV-UHFFFAOYSA-N,C15H10O8,68.0,25.0,8.0,1.0,33.0,0.7575757575757576,0.0,0.0,11040.0 | 26419.0 | 281510.0 | 5292.0 | 9212.0,3V3V_A | P0DTD1 | P11309 | P17599 | Q7ZJM1 | Q91Y86 | Q96GD4 | Q9P1W9,False,,,False,0,True,True,catechol_A(92),4,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity | PAINS structural alert (assay-interference risk)
131,2,Tier 2 — Consistent reversal,3,BRD-K61496577,flumetasone,-0.563777,-62.43299,-40.765182,3,3,0,-34.587316,-40.765182,-62.43299,-90.0,141,True,False,True,False,True,False,16490,Flumethasone,C22H28F2O5,410.5,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,"InChI=1S/C22H28F2O5/c1-11-6-13-14-8-16(23)15-7-12(26)4-5-19(15,2)21(14,24)17(27)9-20(13,3)22(11,29)18(28)10-25/h4-5,7,11,13-14,16-17,25,27,29H,6,8-10H2,1-3H3/t11-,13+,14+,16+,17+,19+,20+,21+,22+/m1/s1",WXURHACBFYSXBI-GQKYHHCASA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,WXURHACBFYSXBI-GQKYHHCASA-N,C22H28F2O5,1553.0,33.0,1388.0,67.0,1421.0,0.0232230823363828,97.0,1.0,1080.0 | 1551.0 | 2737.0 | 2908.0 | 367.0 | 5241.0 | 5243.0 | 6850.0 | 7468.0 | 84385.0 | 8856.0,AAI13617 | AAI32976 | ABB72139 | ADP91253 | ADZ17384 | EDM11231 | NP_000483 | NP_000756 | NP_000918 | NP_001019265 | O96028 | P06401 | P10275 | P43405,True,H351,,True,10125,True,False,,4,4,GOOD,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text | active cytotoxicity/viability assay signal
133,2,Tier 2 — Consistent reversal,3,BRD-K57033106,tripelennamine,-0.070805,-68.27078,-40.512016,3,3,0,-36.284534,-40.512016,-68.27078,-90.0,143,True,False,True,False,True,False,5587,Tripelennamine,C16H21N3,255.36,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,"InChI=1S/C16H21N3/c1-18(2)12-13-19(16-10-6-7-11-17-16)14-15-8-4-3-5-9-15/h3-11H,12-14H2,1-2H3",UFLGIAIHIAPJJC-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,UFLGIAIHIAPJJC-UHFFFAOYSA-N,C16H21N3,239.0,16.0,101.0,0.0,117.0,0.1367521367521367,66.0,0.0,1129.0 | 150.0 | 152.0 | 3269.0 | 3356.0 | 3757.0 | 4986.0 | 6530.0 | 6531.0 | 6532.0,NP_001091683 | P08172 | P08913 | P18825 | P23975 | P28223 | P31645 | P35367 | P41145 | Q01959 | Q12809,True,H302 | H318 | H331 | H361 | H373 | H411,H331,True,29402,True,False,,4,4,GOOD,True,False,CAUTION_MANUAL_REVIEW,acute-toxicity GHS annotation H331 | elevated PubChem assay promiscuity
85,2,Tier 2 — Consistent reversal,3,BRD-K60476892,YC-1,-4.049239,-81.12747,-50.677475,3,3,0,-45.284728,-50.677475,-81.12747,-90.0,95,True,False,True,False,True,False,5712,3-(5'-Hydroxymethyl-2'-furyl)-1-benzylindazole,C19H16N2O2,304.3,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,"InChI=1S/C19H16N2O2/c22-13-15-10-11-18(23-15)19-16-8-4-5-9-17(16)21(20-19)12-14-6-2-1-3-7-14/h1-11,22H,12-13H2",OQQVFCKUDYMWGV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,OQQVFCKUDYMWGV-UHFFFAOYSA-N,C19H16N2O2,1472.0,160.0,1050.0,163.0,1210.0,0.1322314049586777,263.0,36.0,10951.0 | 110813108.0 | 1387.0 | 1544.0 | 1559.0 | 1576.0 | 2033.0 | 2034.0 | 2671.0 | 28989.0 | 2977.0 | 2982.0 | 2983.0 | 29994.0 | 3091.0 | 3783750.0 | 4088.0 | 4790.0 | 51053.0 | 54737.0 | 5999.0 | 6401.0 | 6622.0 | 6850.0 | 7468.0 | 856395.0 | 886474.0,2O23_A | 2O23_B | AAG24257 | AAH33210 | AAI07878 | AAL68976 | AAP88778 | ABC94591 | ACA62796 | B45705 | BAA89212 | CAD53472 | CAQ07474 | CDO16358 | CDO16711 | DAA06693 | NP_000441 | NP_000752 | NP_000762 | NP_001120700 | NP_001273728 | NP_005253 | NP_005604 | NP_056979 | NP_059488 | NP_059990 | NP_214877 | O75343 | O96028 | P00784 | P33402 | P37840 | P43405 | Q02108 | Q02153 | Q09472 | Q16665 | Q92793 | Q99814,False,,,False,0,True,False,,5,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,multiple active cytotoxicity/viability assays | elevated PubChem assay promiscuity
106,2,Tier 2 — Consistent reversal,3,BRD-K84996949,sinensetin,-1.585624,-46.41908,-54.82087,3,3,0,-34.275191,-46.41908,-54.82087,-90.0,116,True,False,True,False,True,False,145659,Sinensetin,C20H20O7,372.4,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-10H,1-5H3",LKMNXYDUQXAUCZ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,LKMNXYDUQXAUCZ-UHFFFAOYSA-N,C20H20O7,111.0,11.0,39.0,3.0,50.0,0.22,0.0,0.0,4221.0 | 4297.0 | 5243.0 | 9212.0,NP_000235 | NP_005924 | P04637 | P08183 | Q00987 | Q96GD4 | Q9UNQ0,True,H301,H301,True,5773,True,False,,5,4,GOOD,True,False,CAUTION_MANUAL_REVIEW,acute-toxicity GHS annotation H301 | moderate PubChem assay promiscuity
27,2,Tier 2 — Consistent reversal,3,BRD-K56343971,vemurafenib,-0.458069,-75.63464,-75.79654,3,3,0,-50.62975,-75.63464,-75.79654,-90.0,37,True,False,True,False,True,False,42611257,Vemurafenib,C23H18ClF2N3O3S,489.9,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,"InChI=1S/C23H18ClF2N3O3S/c1-2-9-33(31,32)29-19-8-7-18(25)20(21(19)26)22(30)17-12-28-23-16(17)10-14(11-27-23)13-3-5-15(24)6-4-13/h3-8,10-12,29H,2,9H2,1H3,(H,27,28)",GPXBXXGIAQBQNI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,GPXBXXGIAQBQNI-UHFFFAOYSA-N,C23H18ClF2N3O3S,,,,,,,,,,,True,H302 | H350 | H361 | H373 | H410 | H413,H350,True,24552,True,False,,6,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H350
31,2,Tier 2 — Consistent reversal,3,BRD-A22380646,pantoprazole,-7.723269,-83.76643,-71.78507,3,3,0,-54.424923,-71.78507,-83.76643,-90.0,41,True,False,True,False,True,False,4679,Pantoprazole,C16H15F2N3O4S,383.4,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,"InChI=1S/C16H15F2N3O4S/c1-23-13-5-6-19-12(14(13)24-2)8-26(22)16-20-10-4-3-9(25-15(17)18)7-11(10)21-16/h3-7,15H,8H2,1-2H3,(H,20,21)",IQPSEEYGBUAQFF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,True,True,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N,C16H15F2N3O4S,1638.0,57.0,753.0,117.0,810.0,0.0703703703703703,194.0,3.0,1544.0 | 1551.0 | 1557.0 | 1559.0 | 1565.0 | 1576.0 | 196.0 | 2194.0 | 24208.0 | 2876.0 | 2879.0 | 4137.0 | 4780.0 | 495.0 | 496.0 | 55244.0 | 6582.0 | 7421.0 | 7468.0 | 9429.0,AAI14949 | AAV41877 | ABI96208 | AGS09764 | ANW61984 | EAL24281 | EAW99313 | NP_000756 | NP_001017535 | NP_006155 | O15244 | O96028 | P07203 | P15207 | P20648 | P36969 | P49327 | P51164 | Q96FL8 | Q9UNQ0 | QLI62812,True,H302 | H312 | H315 | H319 | H332 | H335 | H336 | H341 | H351 | H400 | H410 | H412,,True,16806,True,False,,6,4,GOOD,True,False,HIGH_RISK_DEPRIORITIZE,high-concern PubChem safety annotation text | repeated active cytotoxicity/viability assays
39,2,Tier 2 — Consistent reversal,3,BRD-A94793051,gestrinone,-12.377667,-65.46309,-73.0588,3,3,0,-50.299852,-65.46309,-73.0588,-90.0,49,True,False,True,False,True,False,27812,Gestrinone,C21H24O2,308.4,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,"InChI=1S/C21H24O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,9,11,13,18-19,23H,3,5-8,10,12H2,1H3/t18-,19+,20+,21+/m1/s1",BJJXHLWLUDYTGC-ANULTFPQSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,BJJXHLWLUDYTGC-ANULTFPQSA-N,C21H24O2,,,,,,,,,,,True,H360 | H361 | H362 | H373,H360,True,6639,True,False,,6,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,genotoxic/carcinogenic/reproductive-hazard annotation H360
67,2,Tier 2 — Consistent reversal,3,BRD-K08273968,griseofulvin,-7.751938,-66.57971,-56.20597,3,3,0,-43.512539,-56.20597,-66.57971,-90.0,77,True,False,True,False,True,False,441140,Griseofulvin,C17H17ClO6,352.8,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,"InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1",DDUHZTYCFQRHIY-RBHXEPJQSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,DDUHZTYCFQRHIY-RBHXEPJQSA-N,C17H17ClO6,,,,,,,,,,,True,H317 | H340 | H351 | H360 | H371 | H373,H340 | H360,True,62233,True,False,,6,2,LIMITED,True,False,HIGH_RISK_DEPRIORITIZE,"genotoxic/carcinogenic/reproductive-hazard annotation H340,H360"
